entry,at,order
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:15:25.147Z,168861332514700
"Turn: K♥, 9♦, K♣ [A♣]",2023-07-06T03:15:23.056Z,168861332305600
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:15:22.187Z,168861332218700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:15:20.658Z,168861332065800
"Flop:  [K♥, 9♦, K♣]",2023-07-06T03:15:14.628Z,168861331462800
"""Owen @ yW0aVOwsyd"" calls 1.00",2023-07-06T03:15:13.820Z,168861331382000
"""Dirty Diaper @ AvoHls2e56"" raises to 1.00",2023-07-06T03:15:12.527Z,168861331252700
"""Owen @ yW0aVOwsyd"" raises to 0.60",2023-07-06T03:15:07.417Z,168861330741700
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:15:04.634Z,168861330463400
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T03:14:44.611Z,168861328461106
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T03:14:44.611Z,168861328461105
"Your hand is K♦, Q♠",2023-07-06T03:14:44.611Z,168861328461104
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (40.00) | #9 ""Sean @ e9kYYd2t6l"" (19.40) | #10 ""Owen @ yW0aVOwsyd"" (25.60)",2023-07-06T03:14:44.611Z,168861328461101
"-- starting hand #83 (id: 4bzxbd3kcrju)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T03:14:44.611Z,168861328461100
"-- ending hand #82 --",2023-07-06T03:14:41.700Z,168861328170002
"""Dirty Diaper @ AvoHls2e56"" collected 0.60 from pot",2023-07-06T03:14:41.700Z,168861328170001
"Uncalled bet of 0.60 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:14:41.700Z,168861328170000
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:14:40.826Z,168861328082600
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:14:37.924Z,168861327792400
"""Dirty Diaper @ AvoHls2e56"" bets 0.60",2023-07-06T03:14:28.412Z,168861326841200
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:14:24.197Z,168861326419700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:14:23.250Z,168861326325000
"Flop:  [9♥, J♦, 9♦]",2023-07-06T03:14:19.353Z,168861325935300
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:14:18.521Z,168861325852100
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:14:16.415Z,168861325641500
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:14:12.616Z,168861325261600
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T03:14:09.270Z,168861324927006
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T03:14:09.270Z,168861324927005
"Your hand is 7♣, 6♥",2023-07-06T03:14:09.270Z,168861324927004
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (39.60) | #9 ""Sean @ e9kYYd2t6l"" (19.60) | #10 ""Owen @ yW0aVOwsyd"" (25.80)",2023-07-06T03:14:09.270Z,168861324927001
"-- starting hand #82 (id: zbdmpgg3cmi7)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T03:14:09.270Z,168861324927000
"-- ending hand #81 --",2023-07-06T03:14:06.342Z,168861324634202
"""Owen @ yW0aVOwsyd"" collected 5.70 from pot",2023-07-06T03:14:06.342Z,168861324634201
"Uncalled bet of 2.85 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T03:14:06.342Z,168861324634200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:14:05.526Z,168861324552600
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:13:50.994Z,168861323099400
"""Owen @ yW0aVOwsyd"" bets 2.85",2023-07-06T03:13:50.104Z,168861323010400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:13:46.801Z,168861322680100
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:13:45.057Z,168861322505700
"Turn: J♠, 4♥, 9♣ [Q♦]",2023-07-06T03:13:42.532Z,168861322253200
"""Dirty Diaper @ AvoHls2e56"" calls 1.20",2023-07-06T03:13:41.709Z,168861322170900
"""Owen @ yW0aVOwsyd"" calls 1.20",2023-07-06T03:13:38.749Z,168861321874900
"""Sean @ e9kYYd2t6l"" raises to 1.20",2023-07-06T03:13:36.887Z,168861321688700
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T03:13:28.634Z,168861320863400
"Flop:  [J♠, 4♥, 9♣]",2023-07-06T03:13:19.315Z,168861319931500
"""Sean @ e9kYYd2t6l"" calls 0.70",2023-07-06T03:13:18.446Z,168861319844600
"""Dirty Diaper @ AvoHls2e56"" calls 0.70",2023-07-06T03:13:17.543Z,168861319754300
"""Owen @ yW0aVOwsyd"" raises to 0.70",2023-07-06T03:13:06.832Z,168861318683200
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T03:13:02.505Z,168861318250506
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T03:13:02.505Z,168861318250505
"Your hand is Q♠, A♠",2023-07-06T03:13:02.505Z,168861318250504
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (41.50) | #9 ""Sean @ e9kYYd2t6l"" (21.50) | #10 ""Owen @ yW0aVOwsyd"" (22.00)",2023-07-06T03:13:02.505Z,168861318250501
"-- starting hand #81 (id: z2bzecruqca3)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T03:13:02.505Z,168861318250500
"""Dirty Diaper @ AvoHls2e56"" shows a 7♦, Q♠.",2023-07-06T03:12:58.532Z,168861317853200
"-- ending hand #80 --",2023-07-06T03:12:55.960Z,168861317596003
"""Owen @ yW0aVOwsyd"" shows a 5♣, 7♥.",2023-07-06T03:12:55.960Z,168861317596002
"""Sean @ e9kYYd2t6l"" collected 1.80 from pot with Pair, 3's (combination: 3♦, 3♠, A♥, K♥, Q♦)",2023-07-06T03:12:55.960Z,168861317596001
"""Sean @ e9kYYd2t6l"" shows a 6♣, K♥.",2023-07-06T03:12:55.960Z,168861317596000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:12:55.151Z,168861317515100
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:12:50.113Z,168861317011300
"River: A♥, 4♥, 3♦, 3♠ [Q♦]",2023-07-06T03:12:47.486Z,168861316748600
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:12:46.609Z,168861316660900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:12:42.570Z,168861316257000
"Turn: A♥, 4♥, 3♦ [3♠]",2023-07-06T03:12:40.604Z,168861316060400
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:12:39.795Z,168861315979500
"""Owen @ yW0aVOwsyd"" calls 0.60",2023-07-06T03:12:21.513Z,168861314151300
"""Sean @ e9kYYd2t6l"" bets 0.60",2023-07-06T03:12:19.632Z,168861313963200
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:12:11.867Z,168861313186700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:12:10.916Z,168861313091600
"Flop:  [A♥, 4♥, 3♦]",2023-07-06T03:12:06.946Z,168861312694600
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:12:06.131Z,168861312613100
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:12:05.195Z,168861312519500
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:12:03.707Z,168861312370700
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T03:11:48.255Z,168861310825506
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T03:11:48.255Z,168861310825505
"Your hand is 5♣, 7♥",2023-07-06T03:11:48.255Z,168861310825504
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (41.70) | #9 ""Sean @ e9kYYd2t6l"" (20.50) | #10 ""Owen @ yW0aVOwsyd"" (22.80)",2023-07-06T03:11:48.255Z,168861310825501
"-- starting hand #80 (id: jayevpmg5m4i)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T03:11:48.255Z,168861310825500
"""Dirty Diaper @ AvoHls2e56"" shows a Q♣, 9♠.",2023-07-06T03:11:45.324Z,168861310532400
"-- ending hand #79 --",2023-07-06T03:11:44.577Z,168861310457702
"""Dirty Diaper @ AvoHls2e56"" collected 0.60 from pot",2023-07-06T03:11:44.577Z,168861310457701
"Uncalled bet of 0.60 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:11:44.577Z,168861310457700
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:11:43.714Z,168861310371400
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:11:42.498Z,168861310249800
"""Dirty Diaper @ AvoHls2e56"" bets 0.60",2023-07-06T03:11:22.117Z,168861308211700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:11:17.071Z,168861307707100
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:11:09.167Z,168861306916700
"Flop:  [10♠, 10♦, J♣]",2023-07-06T03:11:05.458Z,168861306545800
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:11:04.648Z,168861306464800
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:10:59.843Z,168861305984300
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:10:55.483Z,168861305548300
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T03:10:51.440Z,168861305144006
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T03:10:51.440Z,168861305144005
"Your hand is 2♠, 8♦",2023-07-06T03:10:51.440Z,168861305144004
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (41.30) | #9 ""Sean @ e9kYYd2t6l"" (20.70) | #10 ""Owen @ yW0aVOwsyd"" (23.00)",2023-07-06T03:10:51.440Z,168861305144001
"-- starting hand #79 (id: ak7v2modv2z9)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T03:10:51.440Z,168861305144000
"-- ending hand #78 --",2023-07-06T03:10:45.432Z,168861304543203
"""Owen @ yW0aVOwsyd"" shows a K♥, A♦.",2023-07-06T03:10:45.432Z,168861304543202
"""Sean @ e9kYYd2t6l"" collected 5.40 from pot with Pair, J's (combination: J♣, J♦, Q♥, 8♦, 6♦)",2023-07-06T03:10:45.432Z,168861304543201
"""Sean @ e9kYYd2t6l"" shows a J♣, 8♦.",2023-07-06T03:10:45.432Z,168861304543200
"""Sean @ e9kYYd2t6l"" calls 1.35",2023-07-06T03:10:44.626Z,168861304462600
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:10:41.159Z,168861304115900
"""Owen @ yW0aVOwsyd"" bets 1.35",2023-07-06T03:10:32.794Z,168861303279400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:10:28.838Z,168861302883800
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:10:25.767Z,168861302576700
"River: 4♣, Q♥, 2♦, 6♦ [J♦]",2023-07-06T03:10:20.008Z,168861302000800
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:10:19.187Z,168861301918700
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:10:18.228Z,168861301822800
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:10:17.273Z,168861301727300
"Turn: 4♣, Q♥, 2♦ [6♦]",2023-07-06T03:09:57.239Z,168861299723900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:09:56.395Z,168861299639500
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:09:55.082Z,168861299508200
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:09:54.087Z,168861299408700
"Flop:  [4♣, Q♥, 2♦]",2023-07-06T03:09:36.412Z,168861297641200
"""Sean @ e9kYYd2t6l"" calls 0.90",2023-07-06T03:09:35.606Z,168861297560600
"""Dirty Diaper @ AvoHls2e56"" calls 0.90",2023-07-06T03:09:33.234Z,168861297323400
"""Owen @ yW0aVOwsyd"" raises to 0.90",2023-07-06T03:09:29.866Z,168861296986600
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T03:09:20.718Z,168861296071806
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T03:09:20.718Z,168861296071805
"Your hand is K♥, A♦",2023-07-06T03:09:20.718Z,168861296071804
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (42.20) | #9 ""Sean @ e9kYYd2t6l"" (17.55) | #10 ""Owen @ yW0aVOwsyd"" (25.25)",2023-07-06T03:09:20.718Z,168861296071801
"-- starting hand #78 (id: fd5cjsmmoylp)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T03:09:20.718Z,168861296071800
"""Dirty Diaper @ AvoHls2e56"" shows a A♣, 3♠.",2023-07-06T03:09:17.930Z,168861295793000
"-- ending hand #77 --",2023-07-06T03:09:17.072Z,168861295707202
"""Dirty Diaper @ AvoHls2e56"" collected 0.60 from pot",2023-07-06T03:09:17.072Z,168861295707201
"Uncalled bet of 0.20 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:09:17.072Z,168861295707200
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:09:16.234Z,168861295623400
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:09:09.314Z,168861294931400
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T03:09:05.977Z,168861294597700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:09:03.741Z,168861294374100
"Turn: 4♣, 3♣, 10♥ [A♠]",2023-07-06T03:09:01.080Z,168861294108000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:09:00.229Z,168861294022900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:08:59.144Z,168861293914400
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:08:38.280Z,168861291828000
"Flop:  [4♣, 3♣, 10♥]",2023-07-06T03:08:35.391Z,168861291539100
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:08:34.549Z,168861291454900
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:08:32.123Z,168861291212300
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:08:21.076Z,168861290107600
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T03:08:17.078Z,168861289707806
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T03:08:17.078Z,168861289707805
"Your hand is 2♦, K♥",2023-07-06T03:08:17.078Z,168861289707804
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (41.80) | #9 ""Sean @ e9kYYd2t6l"" (17.75) | #10 ""Owen @ yW0aVOwsyd"" (25.45)",2023-07-06T03:08:17.078Z,168861289707801
"-- starting hand #77 (id: cuy5yfmox7j0)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T03:08:17.078Z,168861289707800
"-- ending hand #76 --",2023-07-06T03:08:11.072Z,168861289107202
"""Dirty Diaper @ AvoHls2e56"" collected 6.40 from pot with Four of a Kind, 3's (combination: 3♥, 3♦, 3♣, 3♠, J♦)",2023-07-06T03:08:11.072Z,168861289107201
"""Dirty Diaper @ AvoHls2e56"" shows a 3♥, 3♦.",2023-07-06T03:08:11.072Z,168861289107200
"""Owen @ yW0aVOwsyd"" calls 2.40",2023-07-06T03:08:10.253Z,168861289025300
"""Dirty Diaper @ AvoHls2e56"" raises to 2.40",2023-07-06T03:08:08.229Z,168861288822900
"""Owen @ yW0aVOwsyd"" bets 1.20",2023-07-06T03:08:05.034Z,168861288503400
"River: 4♥, J♦, 3♣, 3♠ [9♠]",2023-07-06T03:08:00.657Z,168861288065700
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:07:59.850Z,168861287985000
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:07:57.791Z,168861287779100
"Turn: 4♥, J♦, 3♣ [3♠]",2023-07-06T03:07:56.243Z,168861287624300
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:07:55.391Z,168861287539100
"""Dirty Diaper @ AvoHls2e56"" bets 0.20",2023-07-06T03:07:53.143Z,168861287314300
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:07:50.205Z,168861287020500
"Flop:  [4♥, J♦, 3♣]",2023-07-06T03:07:46.956Z,168861286695600
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:07:46.032Z,168861286603200
"""Dirty Diaper @ AvoHls2e56"" calls 0.50",2023-07-06T03:07:32.422Z,168861285242200
"""Owen @ yW0aVOwsyd"" raises to 0.50",2023-07-06T03:07:30.440Z,168861285044000
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:07:20.948Z,168861284094800
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:07:15.834Z,168861283583400
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T03:07:10.496Z,168861283049606
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T03:07:10.496Z,168861283049605
"Your hand is 9♥, 6♥",2023-07-06T03:07:10.496Z,168861283049604
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.50) | #9 ""Sean @ e9kYYd2t6l"" (17.95) | #10 ""Owen @ yW0aVOwsyd"" (28.55)",2023-07-06T03:07:10.496Z,168861283049601
"-- starting hand #76 (id: ns3uyqx0ozvv)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T03:07:10.496Z,168861283049600
"-- ending hand #75 --",2023-07-06T03:07:07.499Z,168861282749902
"""Dirty Diaper @ AvoHls2e56"" collected 0.40 from pot",2023-07-06T03:07:07.499Z,168861282749901
"Uncalled bet of 0.40 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:07:07.499Z,168861282749900
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:07:06.660Z,168861282666000
"""Dirty Diaper @ AvoHls2e56"" bets 0.40",2023-07-06T03:07:03.581Z,168861282358100
"Flop:  [8♥, 9♠, 2♠]",2023-07-06T03:06:46.556Z,168861280655600
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:06:45.742Z,168861280574200
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:06:44.487Z,168861280448700
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:06:43.508Z,168861280350800
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T03:06:40.870Z,168861280087006
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T03:06:40.870Z,168861280087005
"Your hand is 2♦, J♥",2023-07-06T03:06:40.870Z,168861280087004
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (38.30) | #9 ""Sean @ e9kYYd2t6l"" (18.15) | #10 ""Owen @ yW0aVOwsyd"" (28.55)",2023-07-06T03:06:40.870Z,168861280087001
"-- starting hand #75 (id: i5pyp7d7pmh4)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T03:06:40.870Z,168861280087000
"""Sean @ e9kYYd2t6l"" shows a Q♠, Q♥.",2023-07-06T03:06:36.586Z,168861279658600
"-- ending hand #74 --",2023-07-06T03:06:34.352Z,168861279435202
"""Dirty Diaper @ AvoHls2e56"" collected 2.40 from pot with Three of a Kind, 2's (combination: 2♦, 2♠, 2♣, A♣, Q♦)",2023-07-06T03:06:34.352Z,168861279435201
"""Dirty Diaper @ AvoHls2e56"" shows a 2♦, Q♦.",2023-07-06T03:06:34.352Z,168861279435200
"""Sean @ e9kYYd2t6l"" calls 0.50",2023-07-06T03:06:33.523Z,168861279352300
"""Dirty Diaper @ AvoHls2e56"" bets 0.50",2023-07-06T03:06:19.713Z,168861277971300
"River: A♣, 2♠, 6♦, 7♥ [2♣]",2023-07-06T03:06:09.520Z,168861276952000
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:06:08.682Z,168861276868200
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:06:01.418Z,168861276141800
"Turn: A♣, 2♠, 6♦ [7♥]",2023-07-06T03:05:41.397Z,168861274139700
"""Dirty Diaper @ AvoHls2e56"" calls 0.40",2023-07-06T03:05:40.571Z,168861274057100
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:05:28.468Z,168861272846800
"""Sean @ e9kYYd2t6l"" bets 0.40",2023-07-06T03:05:25.119Z,168861272511900
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:05:17.999Z,168861271799900
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:05:14.066Z,168861271406600
"Flop:  [A♣, 2♠, 6♦]",2023-07-06T03:05:11.575Z,168861271157500
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:05:10.765Z,168861271076500
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:05:07.975Z,168861270797500
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:05:06.374Z,168861270637400
"""Dirty Diaper @ AvoHls2e56"" posts a big blind of 0.20",2023-07-06T03:04:50.295Z,168861269029506
"""Owen @ yW0aVOwsyd"" posts a small blind of 0.10",2023-07-06T03:04:50.295Z,168861269029505
"Your hand is 8♠, K♣",2023-07-06T03:04:50.295Z,168861269029504
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (37.00) | #9 ""Sean @ e9kYYd2t6l"" (19.25) | #10 ""Owen @ yW0aVOwsyd"" (28.75)",2023-07-06T03:04:50.295Z,168861269029501
"-- starting hand #74 (id: rllnzzpgwhpb)  (No Limit Texas Hold'em) (dealer: ""Sean @ e9kYYd2t6l"") --",2023-07-06T03:04:50.295Z,168861269029500
"""Dirty Diaper @ AvoHls2e56"" shows a 3♥, 6♥.",2023-07-06T03:04:47.564Z,168861268756400
"-- ending hand #73 --",2023-07-06T03:04:46.661Z,168861268666102
"""Owen @ yW0aVOwsyd"" collected 1.80 from pot",2023-07-06T03:04:46.661Z,168861268666101
"Uncalled bet of 1.35 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T03:04:46.661Z,168861268666100
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:04:45.763Z,168861268576300
"""Owen @ yW0aVOwsyd"" bets 1.35",2023-07-06T03:04:43.611Z,168861268361100
"Turn: 10♣, 7♥, 3♠ [4♣]",2023-07-06T03:04:38.656Z,168861267865600
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:04:37.750Z,168861267775000
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:04:34.859Z,168861267485900
"Flop:  [10♣, 7♥, 3♠]",2023-07-06T03:04:31.652Z,168861267165200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:04:30.797Z,168861267079700
"""Dirty Diaper @ AvoHls2e56"" calls 0.80",2023-07-06T03:04:21.609Z,168861266160900
"""Owen @ yW0aVOwsyd"" raises to 0.80",2023-07-06T03:04:19.012Z,168861265901200
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:04:15.897Z,168861265589700
"""Dirty Diaper @ AvoHls2e56"" calls 0.20",2023-07-06T03:04:09.261Z,168861264926100
"""Owen @ yW0aVOwsyd"" posts a big blind of 0.20",2023-07-06T03:04:06.722Z,168861264672206
"""Sean @ e9kYYd2t6l"" posts a small blind of 0.10",2023-07-06T03:04:06.722Z,168861264672205
"Your hand is 5♠, 5♥",2023-07-06T03:04:06.722Z,168861264672204
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (37.80) | #9 ""Sean @ e9kYYd2t6l"" (19.45) | #10 ""Owen @ yW0aVOwsyd"" (27.75)",2023-07-06T03:04:06.722Z,168861264672201
"-- starting hand #73 (id: vibfwckupsi7)  (No Limit Texas Hold'em) (dealer: ""Dirty Diaper @ AvoHls2e56"") --",2023-07-06T03:04:06.722Z,168861264672200
"-- ending hand #72 --",2023-07-06T03:04:03.797Z,168861264379702
"""Owen @ yW0aVOwsyd"" collected 0.50 from pot",2023-07-06T03:04:03.797Z,168861264379701
"Uncalled bet of 0.50 returned to ""Owen @ yW0aVOwsyd""",2023-07-06T03:04:03.797Z,168861264379700
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:04:02.978Z,168861264297800
"""Dirty Diaper @ AvoHls2e56"" folds",2023-07-06T03:03:59.103Z,168861263910300
"""Owen @ yW0aVOwsyd"" raises to 0.70",2023-07-06T03:03:58.210Z,168861263821000
"""Sean @ e9kYYd2t6l"" posts a big blind of 0.20",2023-07-06T03:03:54.421Z,168861263442106
"""Dirty Diaper @ AvoHls2e56"" posts a small blind of 0.10",2023-07-06T03:03:54.421Z,168861263442105
"Your hand is 10♦, K♥",2023-07-06T03:03:54.421Z,168861263442104
"Player stacks: #1 ""Dirty Diaper @ AvoHls2e56"" (37.90) | #9 ""Sean @ e9kYYd2t6l"" (19.65) | #10 ""Owen @ yW0aVOwsyd"" (27.45)",2023-07-06T03:03:54.421Z,168861263442101
"-- starting hand #72 (id: pr84yu9zqojg)  (No Limit Texas Hold'em) (dealer: ""Owen @ yW0aVOwsyd"") --",2023-07-06T03:03:54.421Z,168861263442100
"""Owen @ yW0aVOwsyd"" shows a 3♦, 2♣.",2023-07-06T03:03:51.943Z,168861263194300
"-- ending hand #71 --",2023-07-06T03:03:50.771Z,168861263077102
"""Dirty Diaper @ AvoHls2e56"" collected 2.40 from pot",2023-07-06T03:03:50.771Z,168861263077101
"Uncalled bet of 1.80 returned to ""Dirty Diaper @ AvoHls2e56""",2023-07-06T03:03:50.771Z,168861263077100
"""Owen @ yW0aVOwsyd"" folds",2023-07-06T03:03:49.912Z,168861262991200
"""Sean @ e9kYYd2t6l"" folds",2023-07-06T03:03:47.921Z,168861262792100
"""Dirty Diaper @ AvoHls2e56"" bets 1.80",2023-07-06T03:03:34.577Z,168861261457700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:03:16.104Z,168861259610400
"River: 9♥, 2♠, 9♣, J♣ [3♣]",2023-07-06T03:03:12.646Z,168861259264600
"""Owen @ yW0aVOwsyd"" calls 0.60",2023-07-06T03:03:11.824Z,168861259182400
"""Sean @ e9kYYd2t6l"" calls 0.60",2023-07-06T03:03:10.476Z,168861259047600
"""Dirty Diaper @ AvoHls2e56"" bets 0.60",2023-07-06T03:03:06.827Z,168861258682700
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:03:00.792Z,168861258079200
"Turn: 9♥, 2♠, 9♣ [J♣]",2023-07-06T03:02:58.434Z,168861257843400
"""Sean @ e9kYYd2t6l"" checks",2023-07-06T03:02:57.592Z,168861257759200
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:02:56.656Z,168861257665600
"""Owen @ yW0aVOwsyd"" checks",2023-07-06T03:02:48.848Z,168861256884800
"Flop:  [9♥, 2♠, 9♣]",2023-07-06T03:02:44.228Z,168861256422800
"""Dirty Diaper @ AvoHls2e56"" checks",2023-07-06T03:02:43.381Z,168861256338100
"""Owen @ yW0aVOwsyd"" calls 0.20",2023-07-06T03:02:37.820Z,168861255782000
"""Sean @ e9kYYd2t6l"" calls 0.20",2023-07-06T03:02:36.241Z,168861255624100
